GeneID,#Name,Accession,Start,Stop,Strand,Locus,Locus tag,Protein product,Length,Protein Name
938438,chromosome,NC_000964.3,243892,245046,-,purT,BSU02230,NP_388105.1,384,phosphoribosylglycinamide formyltransferase 2
938430,chromosome,NC_000964.3,245190,246131,-,mpr,BSU02240,NP_388106.1,313,extracellular glutamyl-endopeptidase
938435,chromosome,NC_000964.3,246094,246492,-,ybfJ,BSU02250,NP_388107.1,132,putative lipoprotein
938434,chromosome,NC_000964.3,246658,247548,-,cesB,BSU02260,NP_388108.1,296,enantioselective carboxylesterase
938427,chromosome,NC_000964.3,247744,248277,-,pssA,BSU02270,NP_388109.1,177,phosphatidylserine synthase
938432,chromosome,NC_000964.3,248268,248756,-,ybfM,BSU02280,NP_388110.1,162,putative membrane phosphatase
938431,chromosome,NC_000964.3,248749,249540,-,psd,BSU02290,NP_388111.1,263,phosphatidylserine decarboxylase; 32 kDa precursor processed into a 29 kDa protein
938429,chromosome,NC_000964.3,249595,249873,-,ybfN,BSU02300,NP_388112.1,92,conserved protein of unknown function
938424,chromosome,NC_000964.3,249979,251319,-,ybfO,BSU02310,NP_388113.1,446,putative exported hydrolase
938428,chromosome,NC_000964.3,251427,252314,-,ybfP,BSU02320,NP_388114.1,295,putative transcriptional regulator (AraC/XylS family)
938426,chromosome,NC_000964.3,252514,253482,-,ybfQ,BSU02330,NP_388115.1,322,putative enzyme with rhodanese domain
938421,chromosome,NC_000964.3,253518,254762,-,gltP,BSU02340,NP_388116.1,414,proton/glutamate symport protein
938418,chromosome,NC_000964.3,254907,256802,-,gamP,BSU02350,NP_388117.1,631,phosphotransferase system (PTS) glucosamine-specific enzyme IICBA component
938425,chromosome,NC_000964.3,256823,257572,-,gamA,BSU02360,NP_388118.1,249,glucosamine-6-phosphate deaminase
938422,chromosome,NC_000964.3,257791,258498,-,gamR,BSU02370,NP_388119.1,235,transcriptional regulator-GlcN6P (GntR family)
938423,chromosome,NC_000964.3,258532,258807,-,ybgB,BSU02380,NP_388120.1,91,conserved protein of unknown function (B. subtilis-specific)
938420,chromosome,NC_000964.3,259016,260086,-,ilvE,BSU02390,NP_388121.1,356,isoleucine-valine aminotransferase / aromatic amino acid aminotransferase
938415,chromosome,NC_000964.3,260123,261535,-,ybgF,BSU02400,NP_388122.1,470,putative aminoacid permease
938412,chromosome,NC_000964.3,261656,262603,-,ybgG,BSU02410,NP_388123.1,315,"homocysteine methylase using (R,S)AdoMet"
938419,chromosome,NC_000964.3,262732,264168,-,glnT,BSU02420,NP_388124.2,478,glutamine transporter
938416,chromosome,NC_000964.3,264191,265174,-,glsA,BSU02430,NP_388125.1,327,glutaminase
938417,chromosome,NC_000964.3,265476,266708,-,glnJ,BSU02440,NP_388126.2,410,two-component sensor histidine kinase
938414,chromosome,NC_000964.3,266719,267663,-,glnL,BSU02450,NP_388127.1,314,two-component response regulator
938409,chromosome,NC_000964.3,267890,268816,-,kdgD,BSU02460,NP_388128.2,308,5-dehydro-4-deoxyglucarate dehydratase
938406,chromosome,NC_000964.3,268846,270312,-,gucD,BSU02470,NP_388129.1,488,"2,5-dioxovalerate dehydrogenase (alpha-ketoglutaric semialdehyde dehydrogenase)"
938413,chromosome,NC_000964.3,270396,271763,-,gudP,BSU02480,NP_388130.2,455,glucarate transporter
938410,chromosome,NC_000964.3,271800,273167,-,gudD,BSU02490,NP_388131.2,455,glucarate dehydratase
938411,chromosome,NC_000964.3,273237,273938,-,garR,BSU02500,NP_388132.2,233,transcriptional regulator (GntR family)
938407,chromosome,NC_000964.3,274029,275561,-,garD,BSU02510,NP_388133.2,510,D-galactarate dehydratase
938408,chromosome,NC_000964.3,275838,276758,-,ycbJ,BSU02520,NP_388134.1,306,putative phosphotransferase
938403,chromosome,NC_000964.3,277160,277321,-,rtpA,BSU02530,NP_388135.1,53,anti-TRAP regulator
938405,chromosome,NC_000964.3,277342,278280,-,ycbK,BSU02540,NP_388136.1,312,putative tryptophan or indole exporter
938400,chromosome,NC_000964.3,278377,279057,-,ycbL,BSU02550,NP_388137.2,226,two-component response regulator
938397,chromosome,NC_000964.3,279059,279994,-,ycbM,BSU02560,NP_388138.2,311,two-component sensor histidine kinase
938404,chromosome,NC_000964.3,280086,281009,-,ycbN,BSU02570,NP_388139.2,307,putative ABC efflux transporter (ATP-binding protein)
938401,chromosome,NC_000964.3,281028,281714,-,ycbO,BSU02580,NP_388140.3,228,putative Na+-driven exporter
37862793,chromosome,NC_000964.3,281675,281809,-,,BSU02585,YP_009513940.1,44,hypothetical protein BSU_02585
938402,chromosome,NC_000964.3,281769,282155,-,ycbP,BSU02590,NP_388141.1,128,putative inner integral membrane protein
938399,chromosome,NC_000964.3,282469,282897,-,cwlJ,BSU02600,NP_388142.2,142,spore cortex cell wall hydrolase
938394,chromosome,NC_000964.3,283003,283734,-,ycbR,BSU02610,NP_388143.2,243,conserved protein of unknown function
8302909,chromosome,NC_000964.3,283816,283992,-,yczK,BSU02619,YP_003097673.1,58,conserved protein of unknown function
938391,chromosome,NC_000964.3,284011,285762,-,phoD,BSU02620,NP_388144.2,583,secreted phosphodiesterase (endo-hydrolysis at non-specific sites throughout the cell wall teichoic acid polymer)
938398,chromosome,NC_000964.3,285775,285987,-,tatAD,BSU02630,NP_388145.2,70,component of the twin-arginine pre-protein translocation pathway
938395,chromosome,NC_000964.3,286048,286776,-,tatCD,BSU02640,NP_388146.2,242,component of the twin-arginine pre-protein translocation pathway
938396,chromosome,NC_000964.3,286773,287420,-,pcp,BSU02650,NP_388147.1,215,pyrrolidone-carboxylate (pyroglutamate) peptidase
938393,chromosome,NC_000964.3,287499,288611,-,ycbU,BSU02660,NP_388148.2,370,putative lyase (PLP-dependent)
938388,chromosome,NC_000964.3,288653,290092,-,lmrB,BSU02670,NP_388149.1,479,flavonoid efflux transporter; drug-export protein
938385,chromosome,NC_000964.3,290132,290698,-,lmrA,BSU02680,NP_388150.1,188,transcriptional repressor of lmrAB and yxaGH operons (flavonoid and antibiotic resistance)
938392,chromosome,NC_000964.3,290915,292042,-,ansZ,BSU02690,NP_388151.1,375,L-asparaginase 2 (putative lipoprotein)
938389,chromosome,NC_000964.3,292205,292843,-,estA,BSU02700,NP_388152.1,212,secreted alkaliphilic lipase
938390,chromosome,NC_000964.3,292881,293264,-,yczC,BSU02710,NP_388153.1,127,putative integral membrane protein of unknown function
938387,chromosome,NC_000964.3,293499,294575,-,yccF,BSU02720,NP_388154.1,358,conserved protein of unknown function
938382,chromosome,NC_000964.3,294615,295571,-,natK,BSU02730,NP_388155.1,318,two-component sensor histidine kinase
938379,chromosome,NC_000964.3,295584,296285,-,natR,BSU02740,NP_388156.1,233,two-component response regulator
938386,chromosome,NC_000964.3,296429,297169,-,natA,BSU02750,NP_388157.1,246,Na+ ABC efflux transporter (ATP-binding protein)
938383,chromosome,NC_000964.3,297170,298330,-,natB,BSU02760,NP_388158.1,386,Na+ ABC efflux transporter (permease)
938384,chromosome,NC_000964.3,298466,299398,-,yccK,BSU02770,NP_388159.1,310,putative ion channel associated aldo-keto reductase
938380,chromosome,NC_000964.3,299438,300502,-,ycdA,BSU02780,NP_388160.1,354,lipoprotein involved in swarming behaviour
37862794,chromosome,NC_000964.3,300525,300656,-,,BSU02785,YP_009513941.1,43,hypothetical protein BSU_02785
938381,chromosome,NC_000964.3,300830,302248,-,ycdB,BSU02790,NP_388161.1,472,conserved protein of unknown function
938376,chromosome,NC_000964.3,302435,303796,-,ycdC,BSU02800,NP_388162.1,453,conserved protein of unknown function
938378,chromosome,NC_000964.3,303804,304307,-,cwlK,BSU02810,NP_388163.1,167,"murein L,D:-endopeptidase"
938373,chromosome,NC_000964.3,304430,305551,-,rapJ,BSU02820,NP_388164.1,373,response regulator aspartate phosphatase
938377,chromosome,NC_000964.3,305658,306434,-,ycdF,BSU02830,NP_388165.1,258,putative oxidoreductase
938375,chromosome,NC_000964.3,306459,308144,-,ycdG,BSU02840,NP_388166.1,561,putative oligo-carbohydrate hydrolase
938370,chromosome,NC_000964.3,308332,309291,-,znuA,BSU02850,NP_388167.1,319,Zn(II)-binding lipoprotein
938374,chromosome,NC_000964.3,309347,310042,-,znuC,BSU02860,NP_388168.1,231,Zn(II) transporter (ATP-binding protein)
938367,chromosome,NC_000964.3,310000,310842,-,znuB,BSU02870,NP_388169.1,280,high affinity Zn(II) ABC transporter (permease)
938371,chromosome,NC_000964.3,310880,311875,-,yceB,BSU02880,NP_388170.2,331,putative luciferase-like monooxygenase
938372,chromosome,NC_000964.3,312159,312758,-,yceC,BSU02890,NP_388171.1,199,putative stress adaptation protein (tellurite resistance)
938364,chromosome,NC_000964.3,312780,313361,-,yceD,BSU02900,NP_388172.1,193,putative stress adaptation protein (tellurite resistance)
938368,chromosome,NC_000964.3,313396,313974,-,yceE,BSU02910,NP_388173.1,192,putative stress adaptation protein (tellurite resistance)
938369,chromosome,NC_000964.3,314025,314798,-,yceF,BSU02920,NP_388174.1,257,putative stress adaptation transporter (tellurite resistance)
938361,chromosome,NC_000964.3,314883,316496,-,yceG,BSU02930,NP_388175.1,537,putative toxic compound adaptation protein (tellurite resistance)
938366,chromosome,NC_000964.3,316512,317603,-,yceH,BSU02940,NP_388176.1,363,putative reactive oxygen species resistance protein
938365,chromosome,NC_000964.3,317725,318927,-,niaP,BSU02950,NP_388177.1,400,niacin permease
938363,chromosome,NC_000964.3,319180,320352,-,yceJ,BSU02960,NP_388178.1,390,putative carbohydrate transporter (possibly exporter)
938357,chromosome,NC_000964.3,320421,320723,-,yceK,BSU02970,NP_388179.1,100,putative transcriptional regulator (ArsR family)
938362,chromosome,NC_000964.3,321013,322269,-,opuAA,BSU02980,NP_388180.2,418,L-proline betaine and betonicine ABC transporter (ATP-binding protein)
938360,chromosome,NC_000964.3,322271,323119,-,opuAB,BSU02990,NP_388181.1,282,L-proline betaine and betonicine ABC transporter (permease)
938354,chromosome,NC_000964.3,323119,324000,-,opuAC,BSU03000,NP_388182.1,293,L-proline betaine and betonicine ABC transporter ABC transporter (glycine betaine-binding lipoprotein)
938351,chromosome,NC_000964.3,324038,325189,-,amhX,BSU03010,NP_388183.2,383,putative amidohydrolase
938359,chromosome,NC_000964.3,325339,326772,-,ycgA,BSU03020,NP_388184.2,477,putative branched chain amino acid permease
938355,chromosome,NC_000964.3,326888,327469,-,ycgB,BSU03030,NP_388185.2,193,putative integral inner membrane protein of unknown function
938356,chromosome,NC_000964.3,327618,329597,-,amyE,BSU03040,NP_388186.2,659,alpha-amylase
938348,chromosome,NC_000964.3,329774,330739,-,lctE,BSU03050,NP_388187.2,321,L-lactate dehydrogenase
938353,chromosome,NC_000964.3,330771,332396,-,lctP,BSU03060,NP_388188.2,541,L-lactate permease
938345,chromosome,NC_000964.3,332441,333979,-,mdr,BSU03070,NP_388189.2,512,multidrug-efflux transporter
938352,chromosome,NC_000964.3,334092,334556,-,ycgE,BSU03080,NP_388190.2,154,putative transcriptional regulator
938349,chromosome,NC_000964.3,334630,335259,-,ycgF,BSU03090,NP_388191.1,209,putative aminoacid export permease
938350,chromosome,NC_000964.3,335329,336090,-,ycgG,BSU03100,NP_388192.2,253,conserved protein of unknown function (similar to phage protein)
938347,chromosome,NC_000964.3,336092,337432,-,ycgH,BSU03110,NP_388193.2,446,putative amino acid transporter
938342,chromosome,NC_000964.3,337562,338158,-,ycgI,BSU03120,NP_388194.3,198,xenotiotic metabolite methyltransferase
938339,chromosome,NC_000964.3,338288,339106,-,nadE,BSU03130,NP_388195.1,272,ammonium-dependent NAD+ synthetase
938346,chromosome,NC_000964.3,339156,339749,-,tmrB,BSU03140,NP_388196.2,197,ATP-binding tunicamycin resistance protein
938343,chromosome,NC_000964.3,340025,340585,-,aroK,BSU03150,NP_388197.2,186,shikimate kinase
938344,chromosome,NC_000964.3,340613,341374,-,ycgJ,BSU03160,NP_388198.2,253,xenotiotic metabolite methyltransferase
938340,chromosome,NC_000964.3,341492,342466,-,ycgK,BSU03170,NP_388199.2,324,putative transcriptional regulator (LysR family)
938341,chromosome,NC_000964.3,342538,343494,-,cah,BSU03180,NP_388200.1,318,promiscuous acetyl xylan esterase-cephalosporin C deacetylase
938336,chromosome,NC_000964.3,343578,344360,-,ycgL,BSU03190,NP_388201.1,260,conserved protein of unknown function
938338,chromosome,NC_000964.3,344551,345462,-,putB,BSU03200,NP_388202.1,303,proline oxidase
938333,chromosome,NC_000964.3,345479,347026,-,putC,BSU03210,NP_388203.2,515,1-pyrroline-5-carboxylate dehydrogenase
938330,chromosome,NC_000964.3,347150,348571,-,putP,BSU03220,NP_388204.2,473,proline permease
938337,chromosome,NC_000964.3,348724,349959,-,putR,BSU03230,NP_388205.2,411,transcriptional activator of proline degradation operon
938334,chromosome,NC_000964.3,349996,350853,-,ycgQ,BSU03240,NP_388206.1,285,conserved protein of unknown function
938335,chromosome,NC_000964.3,350858,351742,-,ycgR,BSU03250,NP_388207.1,294,putative permease
938332,chromosome,NC_000964.3,351842,352696,-,ycgS,BSU03260,NP_388208.1,284,putative aromatic hydrocarbon hydrolase
938327,chromosome,NC_000964.3,352858,353868,-,ffoR,BSU03270,NP_388209.1,336,Fur-regulated NADPH:ferredoxin oxidoreductase
938324,chromosome,NC_000964.3,353900,355351,-,nasF,BSU03280,NP_388210.1,483,uroporphyrin-III C-methyltransferase
938331,chromosome,NC_000964.3,355412,355732,-,nasE,BSU03290,NP_388211.1,106,assimilatory nitrite reductase subunit
938329,chromosome,NC_000964.3,355764,358181,-,nasD,BSU03300,NP_388212.1,805,assimilatory nitrite reductase subunit
938321,chromosome,NC_000964.3,358303,360435,-,nasC,BSU03310,NP_388213.2,710,assimilatory nitrate reductase (catalytic subunit)
938328,chromosome,NC_000964.3,360442,362757,-,nasB,BSU03320,NP_388214.2,771,assimilatory nitrate reductase (electron transfer subunit NasB)
938326,chromosome,NC_000964.3,362937,364142,-,nasA,BSU03330,NP_388215.2,401,putative nitrate transporter
938325,chromosome,NC_000964.3,364259,365173,-,folEB,BSU03340,NP_388216.2,304,GTP cyclohydrolase I
938318,chromosome,NC_000964.3,365170,365754,-,yciB,BSU03350,NP_388217.2,194,putative Zn(2+)-dependent division lipoprotein (schizosome)
8303053,chromosome,NC_000964.3,365850,366035,-,yczL,BSU03359,YP_003097674.1,61,hypothetical protein BSU_03359
938322,chromosome,NC_000964.3,366063,367256,-,zinU,BSU03360,NP_388218.1,397,zinc metallochaperone with NTPase activity
938323,chromosome,NC_000964.3,367305,367985,-,yckA,BSU03370,NP_388219.1,226,aminoacid ABC transporter (permease subunit)
938320,chromosome,NC_000964.3,367995,368858,-,yckB,BSU03380,NP_388220.1,287,amino acid ABC transporter (binding lipoprotein subunit)
37862795,chromosome,NC_000964.3,369020,369217,-,,BSU03385,YP_009513942.1,65,hypothetical protein BSU_03385
938315,chromosome,NC_000964.3,369236,369691,-,yckC,BSU03390,NP_388221.1,151,conserved integral membrane protein of unknown function
938319,chromosome,NC_000964.3,369773,370105,-,yckD,BSU03400,NP_388222.1,110,putative exported protein
938317,chromosome,NC_000964.3,370259,371692,-,bglC,BSU03410,NP_388223.1,477,aryl-phospho-beta-d-glucosidase
938312,chromosome,NC_000964.3,371729,372127,-,nin,BSU03420,NP_388224.1,132,inhibitor of the DNA degrading activity of NucA (competence)
938309,chromosome,NC_000964.3,372154,372603,-,nucA,BSU03430,NP_388225.3,149,endonuclease
938316,chromosome,NC_000964.3,372771,374492,-,tlpC,BSU03440,NP_388226.2,573,methyl-accepting chemotaxis protein (plant colonization)
938313,chromosome,NC_000964.3,374603,375160,-,hxlB,BSU03450,NP_388227.1,185,6-phospho-3-hexuloisomerase (PHI)
938314,chromosome,NC_000964.3,375166,375798,-,hxlA,BSU03460,NP_388228.1,210,3-hexulose-6-phosphate synthase (HPS)
938311,chromosome,NC_000964.3,376032,376394,-,hxlR,BSU03470,NP_388229.2,120,positive regulator of hxlAB expression (formaldehyde sensing)
938306,chromosome,NC_000964.3,376968,387731,-,srfAA,BSU03480,NP_388230.2,3587,surfactin synthetase
938303,chromosome,NC_000964.3,387744,398495,-,srfAB,BSU03490,NP_388231.2,3583,surfactin synthetase
938310,chromosome,NC_000964.3,390880,391020,-,comS,BSU03500,NP_388232.1,46,regulator of genetic competence
938308,chromosome,NC_000964.3,398532,402359,-,srfAC,BSU03510,NP_388233.2,1275,surfactin synthetase
938300,chromosome,NC_000964.3,402388,403116,-,srfAD,BSU03520,NP_388234.1,242,surfactin synthetase
938307,chromosome,NC_000964.3,403217,404443,-,srfT,BSU03530,NP_388235.2,408,surfactin exporter
938305,chromosome,NC_000964.3,404458,405015,-,ycxB,BSU03540,NP_388236.1,185,hypothetical protein BSU_03540
938297,chromosome,NC_000964.3,405069,406007,-,ycxC,BSU03550,NP_388237.2,312,putative permease
938304,chromosome,NC_000964.3,406131,407465,-,ycxD,BSU03560,NP_388238.1,444,putative PLP-dependent transcriptional regulator
938302,chromosome,NC_000964.3,408240,408887,-,yczE,BSU03580,NP_388240.2,215,integral inner membrane protein regulating antibiotic production
938294,chromosome,NC_000964.3,409208,409951,-,tcyC,BSU03590,NP_388241.2,247,cystine ABC transporter (ATP-binding protein)
938301,chromosome,NC_000964.3,409965,410669,-,tcyB,BSU03600,NP_388242.1,234,cystine ABC transporter (permease)
938298,chromosome,NC_000964.3,410656,411462,-,tcyA,BSU03610,NP_388243.2,268,cystine ABC transporter (substrate-binding lipoprotein)
938299,chromosome,NC_000964.3,411578,412450,-,bsdA,BSU03620,NP_388244.1,290,HTH-type transcriptional regulator BsdA (LysR family)
938296,chromosome,NC_000964.3,412540,413154,-,ubiX,BSU03630,NP_388245.1,204,phenolic acid decarboxylase-flavin prenyltransferase subunit
938291,chromosome,NC_000964.3,413157,414578,-,bsdC,BSU03640,NP_388246.1,473,"promiscuous phenolic acid decarboxylase subunit; 1,4-dihydroxy-2-naphtoate-heptaprenyl diphosphate decarboxylase"
8302940,chromosome,NC_000964.3,414595,414822,-,bsdD,BSU03651,YP_003097675.1,75,phenolic acid decarboxylase subunit
938293,chromosome,NC_000964.3,414819,415283,-,yclD,BSU03652,NP_388247.2,154,putative FMN-binding enzyme subunit
938288,chromosome,NC_000964.3,415350,416195,-,yclE,BSU03660,NP_388248.2,281,putative hydrolase
938295,chromosome,NC_000964.3,416235,417713,-,dtpT,BSU03670,NP_388249.2,492,di-tripeptide-proton ABC symporter
938292,chromosome,NC_000964.3,417993,419747,-,yclG,BSU03680,NP_388250.1,584,putative uronase
938290,chromosome,NC_000964.3,419763,419984,-,yczF,BSU03690,NP_388251.1,73,conserved protein of unknown function
938285,chromosome,NC_000964.3,420110,421744,-,gerKA,BSU03700,NP_388252.1,544,spore germination receptor subunit
938287,chromosome,NC_000964.3,421734,422957,-,gerKC,BSU03710,NP_388253.1,407,spore germination receptor subunit
938282,chromosome,NC_000964.3,422982,424103,-,gerKB,BSU03720,NP_388254.1,373,spore germination receptor subunit
938289,chromosome,NC_000964.3,424208,424888,-,yclH,BSU03730,NP_388255.1,226,putative ABC transporter (ATPase component)
938279,chromosome,NC_000964.3,424904,426364,-,yclI,BSU03740,NP_388256.2,486,putative transporter
938286,chromosome,NC_000964.3,426577,427260,-,yclJ,BSU03750,NP_388257.1,227,two-component response regulator
938283,chromosome,NC_000964.3,427247,428668,-,yclK,BSU03760,NP_388258.1,473,two-component sensor histidine kinase
938284,chromosome,NC_000964.3,428831,429979,-,rapC,BSU03770,NP_388259.1,382,response regulator aspartate phosphatase
938281,chromosome,NC_000964.3,429963,430085,-,phrC,BSU03780,NP_388260.1,40,secreted regulator of the activity of phosphatase RapC and competence and sporulation stimulating factor (CSF)
